,FIPS Code,State,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
1138,51191,VA,14.3,34.3,28.6,22.8
1139,51515,VA,,,,
1140,51520,VA,15.3,29.7,29.6,25.4
1141,51540,VA,8.9,16.5,19.7,54.9
1142,51660,VA,16.1,25.6,22.0,36.3
1143,51680,VA,11.3,25.2,27.9,35.6
1144,51750,VA,8.8,23.8,29.4,38.0
1145,51770,VA,13.8,34.1,28.7,23.4
1146,51775,VA,10.8,29.0,32.3,27.9
1147,51790,VA,10.3,29.8,26.5,33.4
1148,51820,VA,13.9,33.4,25.6,27.1
1149,51840,VA,15.9,24.6,24.4,35.1
1150,53003,WA,8.6,28.0,42.0,21.4
1151,53005,WA,9.8,24.5,34.8,30.9
1152,53007,WA,17.4,26.4,30.5,25.8
1153,53013,WA,8.8,21.7,43.9,25.6
1154,53015,WA,10.7,30.6,41.7,17.0
1155,53017,WA,17.9,29.6,32.0,20.5
1156,53021,WA,25.0,25.5,31.8,17.7
1157,53035,WA,5.2,22.2,39.4,33.2
1158,53051,WA,8.9,31.0,39.4,20.8
1159,53057,WA,9.8,26.3,37.6,26.2
1160,53063,WA,6.2,23.2,39.8,30.8
1161,53065,WA,9.4,34.5,37.4,18.7
1162,53067,WA,6.3,21.3,36.7,35.7
1163,53071,WA,11.7,19.8,38.6,29.8
1164,53073,WA,7.2,23.4,35.2,34.3
1165,53077,WA,26.3,28.1,28.9,16.7
1166,54003,WV,11.0,37.6,30.2,21.2
1167,54005,WV,20.3,49.7,20.4,9.7
1168,54009,WV,9.4,40.9,30.7,19.0
1169,54011,WV,12.0,33.3,28.7,26.0
1170,54015,WV,22.7,51.8,16.2,9.2
1171,54019,WV,17.2,43.9,24.1,14.8
1172,54027,WV,15.7,46.2,25.8,12.4
1173,54029,WV,9.6,41.9,31.1,17.4
1174,54039,WV,11.3,37.1,26.1,25.5
1175,54043,WV,19.1,47.0,24.9,9.0
1176,54051,WV,7.7,44.5,29.7,18.0
1177,54057,WV,7.8,49.2,27.5,15.5
1178,54061,WV,7.6,27.2,22.3,42.8
1179,54069,WV,6.5,34.2,27.3,32.0
1180,54077,WV,13.2,47.2,22.7,16.9
1181,54079,WV,8.3,36.5,29.2,26.1
1182,54081,WV,13.5,40.0,28.1,18.4
1183,54099,WV,20.3,40.6,24.1,15.1
1184,54105,WV,17.1,42.0,29.7,11.2
1185,54107,WV,10.1,34.4,33.6,21.9
1186,55009,WI,7.9,29.9,31.9,30.3
1187,55015,WI,5.8,31.4,33.3,29.4
1188,55017,WI,7.2,35.4,36.4,21.0
1189,55021,WI,7.3,33.7,35.7,23.3
1190,55025,WI,4.2,17.8,26.7,51.4
1191,55031,WI,6.3,31.1,38.5,24.1
1192,55035,WI,5.9,25.0,36.7,32.3
1193,55039,WI,8.2,36.1,32.7,23.1
1194,55045,WI,7.6,35.5,33.4,23.6
1195,55049,WI,4.8,35.3,35.3,24.6
1196,55061,WI,6.9,39.9,33.8,19.4
1197,55063,WI,5.0,25.4,34.7,34.9
1198,55073,WI,8.2,34.3,32.2,25.4
1199,55083,WI,9.6,41.7,31.9,16.8
1200,55087,WI,5.9,31.7,32.8,29.7
1201,55101,WI,9.5,31.6,33.7,25.2
1202,55105,WI,9.2,36.1,32.5,22.1
1203,55117,WI,6.8,35.9,32.2,25.1
1204,55139,WI,7.1,33.4,31.1,28.3
1205,56021,WY,7.0,25.8,38.7,28.5
1206,56025,WY,7.5,30.3,39.3,22.8
1207,72003,PR,34.3,25.5,20.0,20.2
1208,72005,PR,26.2,29.4,20.5,23.9
1209,72011,PR,30.4,30.0,20.7,18.9
1210,72013,PR,23.2,29.7,23.9,23.2
1211,72015,PR,20.8,39.9,23.2,16.1
1212,72023,PR,29.7,24.9,19.4,26.0
1213,72027,PR,29.0,24.6,25.6,20.8
1214,72055,PR,30.1,37.5,16.9,15.5
1215,72057,PR,23.1,39.0,17.3,20.6
1216,72059,PR,23.1,30.8,21.4,24.7
1217,72065,PR,27.4,22.8,25.2,24.6
1218,72067,PR,23.6,31.9,21.6,22.9
1219,72071,PR,29.5,29.4,19.2,21.9
1220,72075,PR,23.0,33.0,19.0,25.0
1221,72079,PR,37.3,26.6,20.8,15.3
1222,72081,PR,35.4,23.9,22.1,18.5
1223,72097,PR,28.1,28.0,17.5,26.4
1224,72099,PR,30.6,31.0,18.4,20.0
1225,72109,PR,26.9,29.2,28.8,15.1
1226,72111,PR,26.2,29.9,21.9,21.9
1227,72113,PR,21.9,31.7,18.9,27.5
1228,72115,PR,26.1,31.7,23.3,18.9
1229,72117,PR,32.9,24.5,19.6,23.0
1230,72121,PR,25.7,33.2,21.7,19.4
1231,72125,PR,28.4,31.5,16.1,24.0
1232,72131,PR,32.2,27.1,21.5,19.2
1233,72141,PR,27.8,28.7,24.8,18.7
1234,72149,PR,22.0,38.4,19.7,19.9
1235,72153,PR,26.6,33.3,15.5,24.6
1236,1037,AL,20.0,40.3,26.9,12.8
1237,1043,AL,18.4,34.1,33.6,13.9
1238,1121,AL,19.7,33.7,31.6,15.0
1239,4007,AZ,13.7,27.9,39.7,18.7
1240,5093,AR,18.9,38.8,28.5,13.8
1241,5107,AR,19.7,31.9,34.6,13.8
1242,5123,AR,18.1,37.6,33.9,10.4
1243,6057,CA,5.6,18.4,38.8,37.2
1244,8087,CO,21.1,31.3,30.1,17.5
1245,9005,CT,7.0,29.9,27.7,35.4
1246,12023,FL,13.9,36.7,34.6,14.9
1247,12049,FL,22.8,49.1,17.8,10.2
1248,12051,FL,33.7,33.7,24.3,8.3
1249,12087,FL,8.6,26.7,30.3,34.4
1250,12093,FL,22.8,39.5,26.3,11.3
1251,12107,FL,18.2,41.2,28.3,12.3
1252,13039,GA,8.7,32.2,35.3,23.9
1253,13129,GA,22.1,34.9,28.3,14.7
1254,13157,GA,15.9,32.1,29.2,22.7
1255,13233,GA,21.2,37.9,27.2,13.7
1256,13285,GA,16.6,35.1,29.3,19.0
1257,13293,GA,17.7,38.4,30.5,13.4
1258,17099,IL,11.4,35.6,35.1,17.8
1259,17103,IL,11.2,33.8,36.8,18.2
1260,17105,IL,10.1,44.7,30.4,14.8
1261,17121,IL,11.0,35.2,38.6,15.2
1262,17141,IL,9.8,33.4,35.4,21.4
1263,18023,IN,14.3,43.2,26.1,16.3
1264,18031,IN,9.1,44.0,26.3,20.6
1265,18041,IN,17.9,42.1,26.7,13.3
1266,18053,IN,12.8,40.5,28.9,17.9
1267,18065,IN,10.7,43.7,29.1,16.4
1268,18077,IN,10.3,42.3,29.5,17.9
1269,18107,IN,10.2,41.3,30.3,18.2
1270,20005,KS,7.3,38.4,32.3,22.0
1271,20059,KS,7.8,37.6,34.2,20.4
1272,21005,KY,10.1,36.6,33.1,20.2
1273,21073,KY,11.0,31.3,27.8,29.9
1274,21161,KY,13.7,34.7,32.1,19.5
1275,21179,KY,10.2,37.2,34.5,18.0
1276,22117,LA,20.5,44.7,23.2,11.6
1277,24041,MD,8.8,24.5,26.2,40.6
1278,26155,MI,7.8,37.3,37.9,17.0
1279,27035,MN,5.9,29.9,39.5,24.7
1280,27049,MN,5.6,32.8,35.5,26.0
1281,27085,MN,6.9,36.0,39.5,17.6
1282,27131,MN,8.9,31.4,31.4,28.3
1283,28071,MS,9.6,18.7,26.1,45.6
1284,28109,MS,16.2,30.4,36.7,16.7
1285,29101,MO,7.5,30.7,32.9,28.9
1286,29159,MO,13.5,34.8,33.7,18.0
1287,29187,MO,15.2,37.2,33.3,14.3
1288,29195,MO,16.0,37.8,26.8,19.4
1289,32005,NV,6.8,24.4,39.4,29.4
1290,32023,NV,13.9,38.9,36.4,10.7
1291,33001,NH,6.8,29.5,31.2,32.6
1292,33013,NH,6.8,27.7,29.9,35.6
1293,36009,NY,11.2,39.2,30.6,19.1
1294,36013,NY,11.2,35.5,31.1,22.2
1295,36021,NY,9.7,30.0,27.7,32.7
1296,36037,NY,7.8,36.0,34.0,22.3
1297,36099,NY,15.2,35.2,28.5,21.1
1298,36101,NY,9.5,36.7,30.1,23.6
1299,37029,NC,13.5,29.4,40.0,17.1
1300,37045,NC,15.8,34.4,32.3,17.6
1301,37055,NC,5.8,22.8,36.7,34.7
1302,37077,NC,15.7,30.6,31.2,22.5
1303,37085,NC,12.5,29.9,35.7,21.9
1304,37139,NC,13.0,32.0,32.9,22.1
1305,37143,NC,13.1,28.7,38.0,20.2
1306,37167,NC,14.7,33.3,34.7,17.3
1307,37181,NC,19.6,37.0,28.5,14.8
1308,37193,NC,19.9,31.7,32.6,15.8
1309,37195,NC,19.7,31.5,29.2,19.6
1310,39005,OH,11.5,41.6,25.9,20.9
1311,39007,OH,14.0,44.6,27.2,14.3
1312,39009,OH,10.0,35.1,24.7,30.2
1313,39021,OH,8.8,46.2,28.9,16.1
1314,39027,OH,11.7,39.1,30.3,18.9
1315,39029,OH,11.5,44.7,28.9,14.9
1316,39031,OH,14.5,47.3,25.0,13.2
1317,39033,OH,9.8,46.8,29.0,14.4
1318,39043,OH,8.2,37.2,31.4,23.2
1319,39047,OH,14.3,45.9,23.5,16.3
1320,39077,OH,11.5,46.2,28.0,14.4
1321,39083,OH,8.7,39.8,28.5,23.0
1322,39091,OH,7.4,48.4,27.6,16.5
1323,39101,OH,12.1,44.5,30.9,12.5
1324,39119,OH,12.2,41.6,30.1,16.1
1325,39141,OH,12.4,43.0,28.9,15.8
1326,39169,OH,13.5,39.0,25.3,22.2
1327,40119,OK,7.8,27.4,27.3,37.4
1328,40125,OK,12.0,36.5,33.2,18.3
1329,40137,OK,12.7,42.2,28.2,16.9
1330,41007,OR,7.9,26.7,41.0,24.4
1331,41027,OR,18.7,21.8,27.5,32.0
1332,41065,OR,13.6,29.1,37.7,19.6
1333,42063,PA,10.0,43.2,23.8,23.0
1334,42073,PA,9.2,43.3,25.4,22.1
1335,42111,PA,11.8,49.8,22.6,15.9
1336,42121,PA,9.8,48.0,23.4,18.7
1337,47003,TN,17.9,41.4,24.0,16.6
1338,47031,TN,14.6,38.5,26.5,20.5
1339,47087,TN,21.8,44.6,22.5,11.0
1340,47099,TN,16.6,44.3,24.8,14.3
1341,47117,TN,14.6,41.4,29.4,14.7
1342,47141,TN,13.4,36.5,23.6,26.4
1343,47177,TN,20.5,43.3,21.6,14.5
1344,48097,TX,13.9,31.5,33.7,20.9
1345,48143,TX,11.7,26.3,30.5,31.5
1346,48213,TX,16.5,34.4,31.8,17.3
1347,48223,TX,15.1,35.7,29.2,20.1
1348,48265,TX,11.4,27.2,34.1,27.4
1349,48321,TX,19.4,31.6,31.5,17.4
1350,48349,TX,21.6,29.0,33.5,15.9
1351,48363,TX,15.8,34.1,33.5,16.6
1352,48463,TX,24.2,29.3,28.6,17.9
1353,48471,TX,14.0,39.9,25.4,20.8
1354,48477,TX,13.3,31.0,28.9,26.8
1355,48481,TX,21.7,27.5,32.7,18.0
1356,49043,UT,5.1,16.0,23.9,55.0
1357,49051,UT,5.4,21.8,32.9,39.9
1358,53029,WA,4.7,21.7,40.1,33.6
1359,53037,WA,8.6,24.9,34.2,32.3
1360,53041,WA,12.5,29.1,40.7,17.7
1361,53045,WA,11.4,31.2,39.8,17.6
1362,55027,WI,9.2,40.9,32.9,17.0
1363,55033,WI,6.3,33.3,32.5,27.9
1364,55055,WI,8.2,33.4,33.0,25.4
1365,55127,WI,9.2,31.3,30.8,28.8
1366,72043,PR,22.1,37.7,18.3,21.9
1367,72123,PR,26.2,38.4,17.9,17.5
1368,1029,AL,21.0,38.0,25.6,15.4
1369,1105,AL,17.2,36.9,23.1,22.8
1370,1111,AL,20.4,34.9,28.2,16.5
1371,1133,AL,21.2,38.2,27.8,12.8
1372,4012,AZ,23.1,31.1,33.8,12.0
1373,5037,AR,16.4,41.5,27.7,14.4
1374,6003,CA,8.8,28.1,28.6,34.5
1375,6005,CA,10.0,27.5,43.3,19.3
1376,6011,CA,28.7,26.2,30.0,15.0
1377,8065,CO,16.3,25.8,25.6,32.3
1378,12007,FL,20.4,40.4,29.4,9.9
1379,12043,FL,25.5,38.2,25.1,11.2
1380,12125,FL,23.5,37.4,29.9,9.2
1381,13049,GA,25.9,40.1,25.2,8.8
1382,13111,GA,13.4,33.5,31.3,21.8
1383,13123,GA,18.3,35.4,25.9,20.4
1384,13133,GA,14.7,33.4,25.1,26.9
1385,13187,GA,15.2,30.4,28.0,26.4
1386,13237,GA,12.4,37.6,26.6,23.4
1387,13263,GA,17.7,45.5,24.7,12.1
1388,17051,IL,16.2,40.2,32.4,11.3
1389,17061,IL,9.4,47.6,30.2,12.8
1390,17075,IL,10.5,39.8,33.8,15.9
1391,17135,IL,12.3,39.3,31.7,16.7
1392,17157,IL,15.7,37.3,33.7,13.3
1393,17189,IL,7.8,33.4,37.9,20.9
1394,18025,IN,19.6,45.9,24.2,10.3
1395,18047,IN,12.7,42.5,23.7,21.1
1396,18117,IN,16.8,46.6,25.7,10.9
1397,18121,IN,13.8,40.5,33.7,12.0
1398,18131,IN,11.5,46.1,29.7,12.8
1399,18137,IN,10.7,43.6,27.6,18.0
1400,18139,IN,12.6,46.4,27.0,13.9
1401,18149,IN,15.1,42.1,30.9,11.9
1402,18155,IN,16.1,46.4,26.6,10.9
1403,18159,IN,10.7,40.8,23.8,24.7
1404,20003,KS,9.0,42.0,30.9,18.1
1405,20011,KS,8.7,31.5,38.2,21.7
1406,21041,KY,21.7,40.3,29.8,8.2
1407,21097,KY,17.9,40.3,27.1,14.6
1408,21187,KY,20.7,46.4,21.9,10.9
1409,21201,KY,15.3,38.3,30.1,16.3
1410,21213,KY,13.0,44.9,27.9,14.2
1411,22007,LA,25.6,45.1,19.7,9.6
1412,24011,MD,15.7,39.9,26.0,18.4
1413,24029,MD,11.4,29.8,23.6,35.1
1414,26151,MI,11.6,41.2,33.0,14.2
1415,26157,MI,10.7,42.4,33.5,13.5
1416,27001,MN,8.8,36.9,36.3,18.1
1417,27065,MN,9.8,39.4,36.1,14.7
1418,27093,MN,7.4,35.3,37.8,19.5
1419,27097,MN,9.3,38.3,35.1,17.3
1420,27115,MN,9.6,40.7,34.9,14.9
1421,27129,MN,9.5,36.6,38.7,15.2
1422,27161,MN,7.0,36.4,35.2,21.4
1423,28107,MS,19.4,36.6,29.1,14.9
1424,28119,MS,28.7,31.1,30.0,10.3
1425,28139,MS,20.1,36.2,28.5,15.2
1426,28145,MS,21.9,33.7,31.1,13.4
1427,29033,MO,14.2,44.3,24.9,16.7
1428,29055,MO,22.1,39.1,27.3,11.5
1429,29061,MO,15.0,41.0,25.5,18.5
1430,29073,MO,12.2,38.5,30.0,19.2
1431,29083,MO,12.2,40.7,31.3,15.9
1432,29117,MO,13.3,39.8,28.1,18.8
1433,29139,MO,14.8,44.7,26.5,14.0
1434,29163,MO,15.8,47.6,21.0,15.6
1435,29185,MO,15.5,41.1,29.5,13.9
1436,29186,MO,10.6,39.3,30.3,19.7
1437,29221,MO,23.1,37.4,29.7,9.9
1438,32017,NV,13.8,34.3,32.3,19.6
1439,33003,NH,5.8,29.5,30.4,34.3
1440,36105,NY,13.3,33.8,28.2,24.8
1441,36121,NY,10.1,40.0,32.2,17.7
1442,37007,NC,19.3,40.2,29.2,11.3
1443,37041,NC,13.2,33.4,31.7,21.7
1444,37091,NC,19.2,32.7,33.2,14.9
1445,37163,NC,20.7,34.2,31.4,13.7
1446,37185,NC,18.4,36.7,29.1,15.8
1447,39001,OH,19.8,44.5,22.5,13.2
1448,39071,OH,14.9,45.4,26.3,13.4
1449,39115,OH,14.7,43.9,31.2,10.2
1450,39135,OH,9.6,43.9,30.2,16.3
1451,39163,OH,19.3,43.7,24.2,12.8
1452,40011,OK,17.3,35.9,30.2,16.5
1453,40015,OK,14.5,41.4,28.7,15.4
1454,40049,OK,13.7,45.0,26.6,14.7
1455,40073,OK,11.7,38.3,27.6,22.4
1456,40103,OK,9.5,41.5,25.8,23.2
1457,40107,OK,20.5,39.6,28.3,11.6
1458,41057,OR,10.4,28.7,39.1,21.8
1459,42031,PA,9.9,46.5,21.5,22.1
1460,42059,PA,12.5,46.0,23.9,17.6
1461,42127,PA,10.4,42.9,26.3,20.4
1462,45025,SC,23.3,41.3,25.0,10.4
1463,47041,TN,19.9,40.9,22.5,16.7
1464,47055,TN,14.2,43.1,26.1,16.5
1465,47069,TN,20.4,46.8,21.7,11.2
1466,47075,TN,18.0,47.0,23.9,11.0
1467,47083,TN,22.8,47.1,17.1,13.0
1468,47085,TN,15.1,48.4,22.2,14.3
1469,47097,TN,22.9,45.4,23.4,8.3
1470,47101,TN,15.7,42.5,31.4,10.4
1471,47135,TN,25.1,38.5,24.9,11.5
1472,48031,TX,9.9,30.3,33.3,26.5
1473,48035,TX,13.5,34.2,32.5,19.8
1474,48053,TX,11.7,30.8,32.2,25.4
1475,48089,TX,16.9,34.3,27.8,21.0
1476,48119,TX,12.2,32.0,30.6,25.1
1477,48147,TX,14.5,35.2,32.8,17.4
1478,48149,TX,13.9,39.1,27.3,19.7
1479,48163,TX,33.8,34.2,24.7,7.3
1480,48177,TX,23.3,44.1,19.6,13.1
1481,48185,TX,19.4,34.8,30.0,15.7
1482,48217,TX,16.5,34.9,31.3,17.4
1483,48237,TX,18.0,40.0,28.6,13.5
1484,48255,TX,24.3,36.9,23.5,15.3
1485,48287,TX,15.4,36.2,33.9,14.6
1486,48331,TX,18.6,38.1,29.2,14.1
1487,48337,TX,14.3,37.6,31.2,16.9
1488,48373,TX,18.4,39.5,29.1,13.1
1489,48379,TX,14.6,40.6,31.1,13.7
1490,48407,TX,15.5,48.0,25.2,11.2
1491,48467,TX,15.4,34.2,34.6,15.8
1492,51025,VA,21.5,36.4,28.6,13.6
1493,51049,VA,16.5,38.1,30.5,14.9
1494,51057,VA,17.7,37.7,27.2,17.4
1495,51081,VA,22.2,41.3,27.4,9.2
1496,51097,VA,11.9,37.1,27.4,23.6
1497,51099,VA,6.7,26.5,30.7,36.0
1498,51109,VA,14.8,32.7,28.5,24.1
1499,51113,VA,13.9,36.3,26.4,23.4
1500,51119,VA,12.9,32.6,32.9,21.5
1501,51131,VA,17.5,35.0,24.9,22.6
1502,51135,VA,20.3,37.7,27.2,14.8
1503,51137,VA,11.3,34.7,28.9,25.1
1504,51139,VA,17.4,45.5,23.4,13.7
1505,51147,VA,14.0,34.1,25.1,26.8
1506,51171,VA,13.0,37.9,28.6,20.5
1507,51175,VA,15.2,29.8,36.6,18.4
1508,51181,VA,15.0,36.2,28.1,20.6
1509,51193,VA,15.5,33.8,31.5,19.2
1510,51595,VA,20.6,33.8,31.8,13.8
1511,51620,VA,13.7,29.1,38.1,19.1
1512,53039,WA,12.0,24.8,31.8,31.5
1513,53069,WA,7.9,30.0,42.7,19.4
1514,55013,WI,6.8,36.4,36.0,20.8
1515,55091,WI,9.0,38.0,32.4,20.6
1516,55095,WI,6.2,37.3,35.6,20.9
1517,1017,AL,18.4,36.7,31.6,13.3
1518,1031,AL,14.1,27.2,35.9,22.8
1519,1045,AL,13.9,32.3,35.7,18.1
1520,1047,AL,18.2,35.9,31.2,14.7
1521,1071,AL,16.8,41.0,28.2,14.0
1522,1095,AL,18.4,31.1,31.1,19.4
1523,1109,AL,15.0,35.7,25.5,23.7
1524,4017,AZ,16.6,30.3,37.8,15.3
1525,4023,AZ,23.4,28.7,27.5,20.4
1526,5055,AR,11.8,45.9,26.2,16.2
1527,5059,AR,14.2,39.0,33.5,13.3
1528,5145,AR,15.6,39.3,24.2,20.9
1529,5149,AR,21.8,40.0,25.3,12.8
1530,6033,CA,14.2,30.5,39.7,15.5
1531,6045,CA,13.5,25.0,37.1,24.4
1532,6103,CA,15.5,30.1,38.7,15.7
1533,6109,CA,9.3,28.3,41.9,20.5
1534,8043,CO,9.9,39.3,32.3,18.5
1535,8067,CO,4.5,20.0,31.3,44.2
1536,8085,CO,11.0,31.4,32.4,25.2
1537,12027,FL,26.5,43.8,18.2,11.5
1538,13009,GA,14.2,35.0,27.5,23.3
1539,13031,GA,12.7,27.2,33.2,27.0
1540,13055,GA,26.2,40.1,24.8,8.9
1541,13071,GA,25.3,38.8,23.1,12.8
1542,13081,GA,17.2,37.6,31.1,14.1
1543,13087,GA,17.5,36.7,32.0,13.8
1544,13137,GA,20.4,34.7,25.6,19.3
1545,13229,GA,16.6,42.8,28.1,12.6
1546,13249,GA,12.4,34.8,39.4,13.3
1547,13261,GA,18.6,34.7,28.5,18.3
1548,13275,GA,15.1,31.5,28.6,24.7
1549,13305,GA,16.6,42.0,28.5,13.0
1550,16011,ID,10.8,31.3,36.6,21.2
1551,16017,ID,9.2,29.8,37.2,23.8
1552,16039,ID,10.1,26.8,44.4,18.7
1553,16043,ID,13.4,30.2,34.7,21.7
1554,16057,ID,4.2,19.7,30.7,45.4
1555,16065,ID,4.1,15.2,44.3,36.4
1556,16075,ID,14.3,34.7,35.3,15.7
1557,17021,IL,10.3,41.8,30.8,17.1
1558,17057,IL,11.4,34.5,36.6,17.6
1559,17095,IL,10.9,36.6,33.5,18.9
1560,17107,IL,11.3,35.3,33.5,19.9
1561,17137,IL,9.1,40.2,31.4,19.3
1562,17155,IL,7.3,38.1,38.0,16.6
1563,17177,IL,7.5,35.0,38.0,19.6
1564,17195,IL,9.4,37.7,34.6,18.2
1565,18001,IN,15.3,40.6,28.7,15.5
1566,18017,IN,14.6,39.9,32.1,13.3
1567,18033,IN,9.8,42.2,30.0,18.0
1568,18069,IN,8.2,41.3,30.4,20.1
1569,18071,IN,12.7,41.9,28.7,16.7
1570,18079,IN,12.2,45.8,30.0,12.0
1571,18085,IN,14.3,34.8,27.5,23.3
1572,18093,IN,11.7,42.3,30.2,15.8
1573,18099,IN,15.1,38.8,26.5,19.7
1574,18103,IN,13.9,42.0,31.1,13.0
1575,18113,IN,16.4,42.0,27.9,13.7
1576,18125,IN,13.2,41.7,30.9,14.1
1577,18169,IN,11.2,42.6,28.0,18.1
1578,19015,IA,6.1,31.5,37.1,25.3
1579,19045,IA,9.1,38.8,34.2,17.9
1580,19099,IA,6.1,41.4,33.8,18.8
1581,19127,IA,16.2,34.2,30.8,18.8
1582,19139,IA,11.0,35.3,32.2,21.5
1583,20035,KS,9.3,29.9,39.0,21.8
1584,20037,KS,7.9,29.3,33.0,29.9
1585,20061,KS,6.2,25.0,45.6,23.2
1586,20111,KS,11.7,29.3,31.5,27.5
1587,20155,KS,11.5,27.7,39.9,20.9
1588,21009,KY,17.0,42.0,24.7,16.3
1589,21011,KY,23.1,41.2,21.2,14.5
1590,21151,KY,12.5,28.1,28.7,30.8
1591,21173,KY,15.2,40.3,28.9,15.7
1592,22011,LA,14.7,38.1,29.5,17.8
1593,22061,LA,11.5,26.8,26.0,35.6
1594,22067,LA,20.5,42.9,23.7,13.0
1595,22069,LA,11.6,35.1,34.2,19.0
1596,22097,LA,23.3,41.2,20.8,14.8
1597,22101,LA,17.2,51.0,21.6,10.2
1598,23011,ME,7.5,32.7,31.8,28.1
1599,24019,MD,12.1,38.5,28.2,21.2
1600,25011,MA,6.7,28.5,27.5,37.3
1601,26005,MI,9.1,37.9,30.4,22.6
1602,26023,MI,10.9,41.5,33.2,14.4
1603,26057,MI,8.9,40.4,35.3,15.4
1604,26059,MI,11.8,38.9,32.0,17.3
1605,26067,MI,9.5,39.1,35.0,16.4
1606,26073,MI,8.5,31.8,30.6,29.1
1607,26091,MI,9.1,36.9,33.0,21.0
1608,26107,MI,9.8,36.0,31.5,22.7
1609,26149,MI,13.0,36.6,34.3,16.2
1610,27015,MN,6.5,36.1,35.2,22.2
1611,27041,MN,4.9,29.1,40.0,26.0
1612,27067,MN,11.0,25.9,39.9,23.3
1613,27099,MN,12.4,32.0,33.5,22.2
1614,27111,MN,7.9,29.5,37.6,24.9
1615,27167,MN,5.1,28.7,42.4,23.8
1616,27169,MN,6.5,27.2,36.2,30.1
1617,28005,MS,18.1,39.3,30.0,12.6
1618,28021,MS,19.7,28.0,28.4,24.0
1619,28067,MS,15.9,29.9,33.4,20.8
1620,28085,MS,13.7,37.6,32.6,16.2
1621,28113,MS,16.8,35.9,30.7,16.6
1622,28149,MS,12.9,30.5,34.2,22.4
1623,29007,MO,13.8,45.8,25.7,14.7
1624,29105,MO,14.8,40.8,29.8,14.6
1625,29147,MO,7.7,37.7,26.1,28.6
1626,29175,MO,13.1,36.3,35.5,15.1
1627,29201,MO,15.0,41.6,27.0,16.3
1628,29209,MO,12.8,32.9,35.7,18.6
1629,29213,MO,11.1,33.6,35.4,19.9
1630,31001,NE,10.0,28.1,37.6,24.3
1631,31019,NE,6.9,25.6,32.9,34.6
1632,31053,NE,11.1,35.2,34.8,19.0
1633,31067,NE,10.0,35.7,33.5,20.8
1634,32001,NV,8.4,31.6,41.2,18.8
1635,32019,NV,13.1,32.8,39.6,14.4
1636,33005,NH,6.6,31.4,28.8,33.1
1637,35006,NM,17.0,32.2,36.6,14.2
1638,35028,NM,2.4,8.8,21.4,67.4
1639,35029,NM,30.2,34.4,22.9,12.5
1640,35035,NM,16.6,27.3,38.7,17.5
1641,35039,NM,13.6,32.2,35.0,19.3
1642,35047,NM,16.7,27.6,34.2,21.4
1643,36011,NY,12.2,33.3,31.9,22.6
1644,36023,NY,9.3,32.1,30.7,28.0
1645,36035,NY,12.7,35.7,33.4,18.2
1646,36057,NY,13.2,35.4,33.6,17.8
1647,36089,NY,11.3,36.8,28.0,23.8
1648,37013,NC,12.3,32.5,34.6,20.6
1649,37031,NC,8.4,25.6,36.9,29.1
1650,37083,NC,21.4,37.2,27.0,14.4
1651,37099,NC,10.6,26.8,32.2,30.4
1652,37105,NC,16.5,26.8,35.1,21.5
1653,37107,NC,20.3,31.9,32.8,14.9
1654,37111,NC,16.1,32.4,34.1,17.4
1655,37125,NC,9.3,21.6,31.6,37.4
1656,37155,NC,22.7,33.4,30.2,13.7
1657,37161,NC,16.2,32.5,33.5,17.8
1658,37165,NC,19.8,33.9,30.8,15.5
1659,37171,NC,20.5,28.9,32.5,18.0
1660,37175,NC,11.0,26.8,29.6,32.6
1661,38077,ND,9.3,27.1,42.4,21.3
1662,39011,OH,7.3,43.5,30.3,18.9
1663,39037,OH,9.2,46.9,28.2,15.8
1664,39039,OH,8.8,42.1,31.1,18.0
1665,39053,OH,16.0,41.2,26.9,15.9
1666,39059,OH,14.5,42.7,28.2,14.6
1667,39063,OH,7.5,36.0,29.4,27.1
1668,39123,OH,8.3,35.2,33.5,23.1
1669,39143,OH,9.6,42.4,31.9,16.1
1670,39145,OH,15.1,41.2,28.0,15.7
1671,39147,OH,8.3,45.2,29.7,16.8
1672,39149,OH,9.8,41.3,30.2,18.7
1673,39157,OH,14.0,44.7,23.9,17.4
1674,39161,OH,8.7,44.3,30.4,16.6
1675,39167,OH,9.4,40.3,31.5,18.8
1676,40013,OK,13.6,32.8,31.8,21.9
1677,40021,OK,13.5,31.3,28.9,26.3
1678,40101,OK,14.7,34.4,30.4,20.4
1679,40115,OK,14.7,36.3,34.5,14.5
1680,40147,OK,9.6,34.0,27.9,28.5
1681,41013,OR,10.0,33.3,36.9,19.8
1682,41019,OR,10.4,32.3,40.0,17.3
1683,41045,OR,18.9,31.4,36.0,13.7
1684,41049,OR,24.2,33.1,33.7,9.0
1685,41059,OR,17.6,28.5,36.7,17.2
1686,42015,PA,9.9,47.0,24.4,18.7
1687,42033,PA,12.8,49.5,22.7,15.1
1688,42035,PA,10.7,45.5,24.3,19.5
1689,42039,PA,11.0,45.8,22.1,21.1
1690,42061,PA,10.5,48.8,23.2,17.4
1691,42087,PA,15.0,51.8,21.3,11.9
1692,42097,PA,12.0,49.8,21.7,16.6
1693,42107,PA,10.7,46.6,26.1,16.6
